Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
PP,Producer Prices,100,Bulgaria,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2005,2005,7021,Annual value,USD,266.2,A,Official figure
PP,Producer Prices,100,Bulgaria,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2006,2006,7021,Annual value,USD,269.4,A,Official figure
PP,Producer Prices,100,Bulgaria,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2007,2007,7021,Annual value,USD,342.2,A,Official figure
PP,Producer Prices,100,Bulgaria,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2008,2008,7021,Annual value,USD,447.2,A,Official figure
PP,Producer Prices,100,Bulgaria,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2009,2009,7021,Annual value,USD,335.5,A,Official figure
PP,Producer Prices,100,Bulgaria,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2010,2010,7021,Annual value,USD,340.5,A,Official figure
PP,Producer Prices,100,Bulgaria,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2011,2011,7021,Annual value,USD,432.4,A,Official figure
PP,Producer Prices,100,Bulgaria,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2012,2012,7021,Annual value,USD,408.6,A,Official figure
PP,Producer Prices,100,Bulgaria,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2013,2013,7021,Annual value,USD,414,A,Official figure
PP,Producer Prices,100,Bulgaria,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2014,2014,7021,Annual value,USD,435.5,A,Official figure
PP,Producer Prices,100,Bulgaria,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2015,2015,7021,Annual value,USD,327.2,A,Official figure
PP,Producer Prices,100,Bulgaria,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2016,2016,7021,Annual value,USD,304.3,A,Official figure
PP,Producer Prices,100,Bulgaria,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2017,2017,7021,Annual value,USD,377.3,A,Official figure
PP,Producer Prices,100,Bulgaria,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2018,2018,7021,Annual value,USD,396.1,A,Official figure
PP,Producer Prices,100,Bulgaria,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2019,2019,7021,Annual value,USD,383.6,A,Official figure
PP,Producer Prices,191,Croatia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1994,1994,7021,Annual value,USD,250.1,A,Official figure
PP,Producer Prices,191,Croatia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1995,1995,7021,Annual value,USD,305.9,A,Official figure
PP,Producer Prices,191,Croatia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1996,1996,7021,Annual value,USD,294.2,A,Official figure
PP,Producer Prices,191,Croatia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1997,1997,7021,Annual value,USD,232.4,A,Official figure
PP,Producer Prices,191,Croatia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1998,1998,7021,Annual value,USD,229.4,A,Official figure
PP,Producer Prices,191,Croatia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1999,1999,7021,Annual value,USD,209.5,A,Official figure
PP,Producer Prices,191,Croatia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2000,2000,7021,Annual value,USD,187.3,A,Official figure
PP,Producer Prices,191,Croatia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2001,2001,7021,Annual value,USD,209.8,A,Official figure
PP,Producer Prices,191,Croatia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2002,2002,7021,Annual value,USD,251.5,A,Official figure
PP,Producer Prices,191,Croatia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2003,2003,7021,Annual value,USD,293.8,A,Official figure
PP,Producer Prices,191,Croatia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2004,2004,7021,Annual value,USD,328.1,A,Official figure
PP,Producer Prices,191,Croatia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2005,2005,7021,Annual value,USD,344.6,A,Official figure
PP,Producer Prices,191,Croatia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2006,2006,7021,Annual value,USD,344.3,A,Official figure
PP,Producer Prices,191,Croatia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2007,2007,7021,Annual value,USD,389.6,A,Official figure
PP,Producer Prices,191,Croatia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2008,2008,7021,Annual value,USD,498.5,A,Official figure
PP,Producer Prices,191,Croatia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2009,2009,7021,Annual value,USD,397.4,A,Official figure
PP,Producer Prices,191,Croatia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2010,2010,7021,Annual value,USD,389.2,A,Official figure
PP,Producer Prices,191,Croatia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2011,2011,7021,Annual value,USD,482.8,A,Official figure
PP,Producer Prices,191,Croatia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2012,2012,7021,Annual value,USD,411.6,A,Official figure
PP,Producer Prices,191,Croatia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2013,2013,7021,Annual value,USD,454.1,A,Official figure
PP,Producer Prices,191,Croatia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2014,2014,7021,Annual value,USD,472.8,A,Official figure
PP,Producer Prices,191,Croatia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2015,2015,7021,Annual value,USD,361.7,A,Official figure
PP,Producer Prices,191,Croatia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2016,2016,7021,Annual value,USD,329.5,A,Official figure
PP,Producer Prices,191,Croatia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2017,2017,7021,Annual value,USD,356.7,A,Official figure
PP,Producer Prices,191,Croatia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2018,2018,7021,Annual value,USD,389.8,A,Official figure
PP,Producer Prices,191,Croatia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2019,2019,7021,Annual value,USD,375.4,A,Official figure
PP,Producer Prices,191,Croatia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2020,2020,7021,Annual value,USD,383.4,A,Official figure
PP,Producer Prices,196,Cyprus,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1991,1991,7021,Annual value,USD,265,A,Official figure
PP,Producer Prices,196,Cyprus,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1992,1992,7021,Annual value,USD,291.5,A,Official figure
PP,Producer Prices,196,Cyprus,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1993,1993,7021,Annual value,USD,277.6,A,Official figure
PP,Producer Prices,196,Cyprus,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1994,1994,7021,Annual value,USD,286.6,A,Official figure
PP,Producer Prices,196,Cyprus,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1995,1995,7021,Annual value,USD,307.4,A,Official figure
PP,Producer Prices,196,Cyprus,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1996,1996,7021,Annual value,USD,313.3,A,Official figure
PP,Producer Prices,196,Cyprus,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1997,1997,7021,Annual value,USD,297.9,A,Official figure
PP,Producer Prices,196,Cyprus,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1998,1998,7021,Annual value,USD,324.6,A,Official figure
PP,Producer Prices,196,Cyprus,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1999,1999,7021,Annual value,USD,324.3,A,Official figure
PP,Producer Prices,196,Cyprus,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2000,2000,7021,Annual value,USD,281.3,A,Official figure
PP,Producer Prices,196,Cyprus,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2001,2001,7021,Annual value,USD,290.9,A,Official figure
PP,Producer Prices,196,Cyprus,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2002,2002,7021,Annual value,USD,332.6,A,Official figure
PP,Producer Prices,196,Cyprus,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2003,2003,7021,Annual value,USD,448.6,A,Official figure
PP,Producer Prices,196,Cyprus,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2004,2004,7021,Annual value,USD,523,A,Official figure
PP,Producer Prices,196,Cyprus,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2005,2005,7021,Annual value,USD,528.2,A,Official figure
PP,Producer Prices,196,Cyprus,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2006,2006,7021,Annual value,USD,540.7,A,Official figure
PP,Producer Prices,196,Cyprus,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2007,2007,7021,Annual value,USD,584.6,A,Official figure
PP,Producer Prices,196,Cyprus,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2008,2008,7021,Annual value,USD,741.2,A,Official figure
PP,Producer Prices,196,Cyprus,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2009,2009,7021,Annual value,USD,707.1,A,Official figure
PP,Producer Prices,196,Cyprus,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2010,2010,7021,Annual value,USD,678.1,A,Official figure
PP,Producer Prices,196,Cyprus,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2011,2011,7021,Annual value,USD,725.6,A,Official figure
PP,Producer Prices,196,Cyprus,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2012,2012,7021,Annual value,USD,677.1,A,Official figure
PP,Producer Prices,196,Cyprus,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2013,2013,7021,Annual value,USD,706.3,A,Official figure
PP,Producer Prices,196,Cyprus,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2014,2014,7021,Annual value,USD,749.6,A,Official figure
PP,Producer Prices,196,Cyprus,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2015,2015,7021,Annual value,USD,621,A,Official figure
PP,Producer Prices,196,Cyprus,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2016,2016,7021,Annual value,USD,641.6,A,Official figure
PP,Producer Prices,196,Cyprus,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2017,2017,7021,Annual value,USD,631.3,A,Official figure
PP,Producer Prices,196,Cyprus,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2018,2018,7021,Annual value,USD,660.6,A,Official figure
PP,Producer Prices,196,Cyprus,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2019,2019,7021,Annual value,USD,663.3,A,Official figure
PP,Producer Prices,196,Cyprus,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2020,2020,7021,Annual value,USD,678.7,A,Official figure
PP,Producer Prices,203,Czechia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1993,1993,7021,Annual value,USD,199.3,A,Official figure
PP,Producer Prices,203,Czechia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1994,1994,7021,Annual value,USD,198.4,A,Official figure
PP,Producer Prices,203,Czechia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1995,1995,7021,Annual value,USD,237.5,A,Official figure
PP,Producer Prices,203,Czechia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1996,1996,7021,Annual value,USD,247.3,A,Official figure
PP,Producer Prices,203,Czechia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1997,1997,7021,Annual value,USD,219.3,A,Official figure
PP,Producer Prices,203,Czechia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1998,1998,7021,Annual value,USD,237.6,A,Official figure
PP,Producer Prices,203,Czechia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1999,1999,7021,Annual value,USD,203.9,A,Official figure
PP,Producer Prices,203,Czechia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2000,2000,7021,Annual value,USD,193.7,A,Official figure
PP,Producer Prices,203,Czechia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2001,2001,7021,Annual value,USD,203.5,A,Official figure
PP,Producer Prices,203,Czechia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2002,2002,7021,Annual value,USD,246.3,A,Official figure
PP,Producer Prices,203,Czechia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2003,2003,7021,Annual value,USD,275.8,A,Official figure
PP,Producer Prices,203,Czechia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2004,2004,7021,Annual value,USD,309.9,A,Official figure
PP,Producer Prices,203,Czechia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2005,2005,7021,Annual value,USD,343.8,A,Official figure
PP,Producer Prices,203,Czechia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2006,2006,7021,Annual value,USD,348,A,Official figure
PP,Producer Prices,203,Czechia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2007,2007,7021,Annual value,USD,417.2,A,Official figure
PP,Producer Prices,203,Czechia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2008,2008,7021,Annual value,USD,512.9,A,Official figure
PP,Producer Prices,203,Czechia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2009,2009,7021,Annual value,USD,325.1,A,Official figure
PP,Producer Prices,203,Czechia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2010,2010,7021,Annual value,USD,384.8,A,Official figure
PP,Producer Prices,203,Czechia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2011,2011,7021,Annual value,USD,467.6,A,Official figure
PP,Producer Prices,203,Czechia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2012,2012,7021,Annual value,USD,397.9,A,Official figure
PP,Producer Prices,203,Czechia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2013,2013,7021,Annual value,USD,429.2,A,Official figure
PP,Producer Prices,203,Czechia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2014,2014,7021,Annual value,USD,457.7,A,Official figure
PP,Producer Prices,203,Czechia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2015,2015,7021,Annual value,USD,319.6,A,Official figure
PP,Producer Prices,203,Czechia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2016,2016,7021,Annual value,USD,274.5,A,Official figure
PP,Producer Prices,203,Czechia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2017,2017,7021,Annual value,USD,360.9,A,Official figure
PP,Producer Prices,203,Czechia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2018,2018,7021,Annual value,USD,396.6,A,Official figure
PP,Producer Prices,203,Czechia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2019,2019,7021,Annual value,USD,386,A,Official figure
PP,Producer Prices,203,Czechia,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2020,2020,7021,Annual value,USD,368.7,A,Official figure
PP,Producer Prices,208,Denmark,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1991,1991,7021,Annual value,USD,415.2,A,Official figure
PP,Producer Prices,208,Denmark,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1992,1992,7021,Annual value,USD,434.1,A,Official figure
PP,Producer Prices,208,Denmark,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1993,1993,7021,Annual value,USD,395,A,Official figure
PP,Producer Prices,208,Denmark,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1994,1994,7021,Annual value,USD,386.3,A,Official figure
PP,Producer Prices,208,Denmark,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1995,1995,7021,Annual value,USD,444.7,A,Official figure
PP,Producer Prices,208,Denmark,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1996,1996,7021,Annual value,USD,428.9,A,Official figure
PP,Producer Prices,208,Denmark,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1997,1997,7021,Annual value,USD,376.8,A,Official figure
PP,Producer Prices,208,Denmark,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1998,1998,7021,Annual value,USD,360.7,A,Official figure
PP,Producer Prices,208,Denmark,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1999,1999,7021,Annual value,USD,353.9,A,Official figure
PP,Producer Prices,208,Denmark,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2000,2000,7021,Annual value,USD,305.4,A,Official figure
PP,Producer Prices,208,Denmark,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2001,2001,7021,Annual value,USD,307.4,A,Official figure
PP,Producer Prices,208,Denmark,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2002,2002,7021,Annual value,USD,323.8,A,Official figure
PP,Producer Prices,208,Denmark,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2003,2003,7021,Annual value,USD,376.3,A,Official figure
PP,Producer Prices,208,Denmark,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2004,2004,7021,Annual value,USD,390.5,A,Official figure
PP,Producer Prices,208,Denmark,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2005,2005,7021,Annual value,USD,376.9,A,Official figure
PP,Producer Prices,208,Denmark,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2006,2006,7021,Annual value,USD,380.9,A,Official figure
PP,Producer Prices,208,Denmark,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2007,2007,7021,Annual value,USD,450.1,A,Official figure
PP,Producer Prices,208,Denmark,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2008,2008,7021,Annual value,USD,552.7,A,Official figure
PP,Producer Prices,208,Denmark,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2009,2009,7021,Annual value,USD,401.6,A,Official figure
PP,Producer Prices,208,Denmark,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2010,2010,7021,Annual value,USD,448.5,A,Official figure
PP,Producer Prices,208,Denmark,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2011,2011,7021,Annual value,USD,499.8,A,Official figure
PP,Producer Prices,208,Denmark,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2012,2012,7021,Annual value,USD,461.8,A,Official figure
PP,Producer Prices,208,Denmark,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2013,2013,7021,Annual value,USD,532.5,A,Official figure
PP,Producer Prices,208,Denmark,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2014,2014,7021,Annual value,USD,536.9,A,Official figure
PP,Producer Prices,208,Denmark,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2015,2015,7021,Annual value,USD,358.8,A,Official figure
PP,Producer Prices,208,Denmark,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2016,2016,7021,Annual value,USD,349.5,A,Official figure
PP,Producer Prices,208,Denmark,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2017,2017,7021,Annual value,USD,446.2,A,Official figure
PP,Producer Prices,208,Denmark,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2018,2018,7021,Annual value,USD,452.8,A,Official figure
